"","1","2","3","4","5","6","7","8","Gene"
"5494",11,0,1,0,0,0,1,2,"Hey2"
"5495",0,0,0,0,0,0,0,2,"Heyl"
"5496",0,2,0,5,0,0,1,0,"Hfe"
"5497",6,0,0,0,0,0,0,1,"Hgf"
"5498",1,0,5,1,3,5,4,3,"Hgs"
"5499",7,5,2,3,0,6,0,1,"Hgsnat"
"5500",0,0,0,0,0,0,0,0,"Hhatl"
"5501",0,7,0,1,0,0,1,4,"Hhex"
"5502",0,0,3,0,2,2,0,0,"Hhip"
"5503",0,0,0,0,0,0,3,0,"Hhipl1"
"5504",10,9,18,2,10,6,4,2,"Hiat1"
"5505",10,8,4,1,3,5,9,3,"Hiatl1"
"5506",7,1,6,4,0,1,7,6,"Hibadh"
"5507",0,0,5,0,1,0,3,2,"Hibch"
"5508",0,6,0,0,0,0,0,0,"Hic1"
"5509",1,0,0,0,0,0,0,0,"Hic2"
"5510",7,6,5,1,1,13,13,5,"Hif1a"
"5511",5,0,0,1,1,4,2,0,"Hif1an"
"5512",0,0,0,0,0,0,0,0,"Hif3a"
"5513",5,0,1,0,3,2,5,3,"Higd1a"
"5514",0,3,0,0,0,0,0,2,"Higd1b"
"5515",19,8,6,23,12,10,15,19,"Higd2a"
"5516",0,0,0,0,0,1,0,0,"Hinfp"
"5517",4,29,8,12,18,47,29,47,"Hint1"
"5518",4,5,5,2,1,4,5,2,"Hint2"
"5519",0,4,4,0,0,1,1,2,"Hint3"
"5520",8,10,1,0,0,2,7,11,"Hip1"
"5521",1,0,16,0,9,3,11,7,"Hip1r"
"5522",6,2,0,3,1,2,4,10,"Hipk1"
"5523",1,0,7,1,3,1,2,6,"Hipk2"
"5524",4,2,2,1,0,6,3,2,"Hipk3"
"5525",2,0,1,0,4,4,1,2,"Hira"
"5526",0,0,0,0,0,2,0,0,"Hirip3"
"5527",4,7,8,23,6,0,6,3,"Hist1h1c"
"5528",1,0,2,0,1,0,0,0,"Hist1h1e"
"5529",3,3,27,4,14,2,3,9,"Hist1h2bc"
"5530",0,0,1,0,0,0,0,0,"Hist1h2be"
"5531",0,0,1,0,7,0,0,0,"Hist1h2bg"
"5532",0,0,3,2,3,0,1,0,"Hist1h2bk"
"5533",0,0,0,0,0,0,0,0,"Hist1h2bl"
"5534",0,0,0,0,0,0,0,0,"Hist1h2br"
"5535",0,0,0,0,0,0,0,0,"Hist1h3d"
"5536",0,0,0,0,0,0,0,0,"Hist1h4c"
"5537",0,0,7,0,2,0,0,0,"Hist1h4h"
"5538",0,0,4,2,1,0,0,0,"Hist1h4i"
"5539",0,0,0,0,0,0,0,0,"Hist1h4n"
"5540",0,0,4,0,1,0,2,1,"Hist2h3c1"
"5541",0,0,1,0,0,0,0,0,"Hist2h3c2-ps"
"5542",1,1,1,2,0,14,5,10,"Hist3h2a"
"5543",0,0,9,0,1,7,18,3,"Hist3h2ba"
"5544",2,0,0,1,0,1,0,1,"Hivep1"
"5545",2,0,0,0,0,0,6,6,"Hivep2"
"5546",0,0,0,3,0,1,0,1,"Hivep3"
"5547",0,0,0,0,0,0,1,0,"Hjurp"
"5548",0,5,10,1,1,10,0,13,"Hk1"
"5549",0,0,0,6,0,0,0,1,"Hk2"
"5550",0,0,0,1,0,0,0,0,"Hk3"
"5551",2,0,0,0,0,0,1,4,"Hlcs"
"5552",2,0,0,0,0,2,5,4,"Hlf"
"5553",0,1,1,0,0,0,0,0,"Hltf"
"5554",0,0,0,8,0,0,0,0,"Hlx"
"5555",3,1,2,0,2,9,0,0,"Hmbox1"
"5556",0,1,13,2,9,1,1,3,"Hmbs"
"5557",0,0,0,0,0,0,0,1,"Hmcn1"
"5558",2,1,3,0,2,4,11,1,"Hmg20a"
"5559",15,14,6,3,0,0,2,5,"Hmg20b"
"5560",0,0,0,10,1,3,2,11,"Hmga1"
"5561",0,0,0,1,0,0,0,0,"Hmga2-ps1"
"5562",3,8,10,2,7,8,14,16,"Hmgb1"
"5563",7,2,1,0,0,0,2,4,"Hmgb2"
"5564",5,2,1,0,0,7,10,8,"Hmgb3"
"5565",2,4,1,13,5,2,4,1,"Hmgcl"
"5566",0,0,0,0,0,2,3,0,"Hmgcll1"
"5567",37,5,8,0,6,11,14,15,"Hmgcr"
"5568",0,7,0,0,0,0,0,2,"Hmgcs2"
"5569",9,36,5,4,7,9,8,6,"Hmgn1"
"5570",3,19,8,1,7,12,10,14,"Hmgn2"
"5571",34,0,7,0,2,1,3,12,"Hmgn3"
"5572",2,0,0,0,0,0,1,0,"Hmgn5"
"5573",2,2,0,0,1,1,1,6,"Hmgxb3"
"5574",1,1,0,0,0,0,0,0,"Hmgxb4"
"5575",0,0,0,7,0,0,0,1,"Hmha1"
"5576",0,0,0,0,0,0,0,0,"Hmmr"
"5577",3,9,5,11,1,2,8,2,"Hmox1"
"5578",0,2,4,4,9,7,6,5,"Hmox2"
"5579",8,5,1,2,0,17,18,33,"Hn1"
"5580",2,0,2,2,7,3,2,3,"Hn1l"
"5581",0,0,0,5,0,2,0,0,"Hnmt"
"5582",8,5,9,4,2,26,7,17,"Hnrnpa0"
"5583",0,1,0,0,0,5,1,6,"Hnrnpa1"
"5584",55,15,18,9,3,74,31,71,"Hnrnpa2b1"
"5585",0,0,1,0,0,2,2,2,"Hnrnpa3"
"5586",14,13,17,12,3,16,17,49,"Hnrnpab"
"5587",3,7,6,8,9,11,5,10,"Hnrnpc"
"5588",2,1,2,2,0,3,6,7,"Hnrnpd"
"5589",9,10,5,3,2,2,6,9,"Hnrnpf"
"5590",39,4,26,9,1,47,26,46,"Hnrnph1"
"5591",12,6,4,1,1,5,2,14,"Hnrnph2"
"5592",5,4,1,0,2,0,1,2,"Hnrnph3"
"5593",7,7,8,4,1,9,23,17,"Hnrnpk"
"5594",45,24,21,14,5,23,37,24,"Hnrnpl"
"5595",9,2,1,1,2,14,2,13,"Hnrnpm"
"5596",1,2,9,1,2,5,3,6,"Hnrnpr"
"5597",46,5,15,3,6,39,27,37,"Hnrnpu"
"5598",4,10,5,6,3,4,12,11,"Hnrnpul1"
"5599",6,5,8,1,5,10,3,7,"Hnrnpul2"
"5600",14,8,3,2,2,10,29,6,"Hnrpdl"
"5601",5,5,6,1,0,12,5,10,"Hnrpll"
"5602",2,0,0,0,0,0,0,0,"Hoga1"
"5603",2,3,0,0,0,8,9,1,"Homer1"
"5604",0,0,0,0,0,0,0,1,"Homer2"
"5605",1,7,0,6,0,0,1,1,"Homer3"
"5606",1,0,0,0,0,4,0,1,"Hook1"
"5607",3,0,0,0,0,2,2,3,"Hook2"
"5608",10,0,0,0,0,1,6,4,"Hook3"
"5609",2,13,0,0,0,1,1,2,"Hopx"
"5610",6,4,19,4,4,8,19,9,"Hp1bp3"
"5611",0,0,1,0,1,13,2,7,"Hpca"
"5612",0,1,1,1,0,6,1,0,"Hpcal1"
"5613",0,0,0,6,7,9,3,23,"Hpcal4"
"5614",0,0,0,2,0,0,1,0,"Hpgd"
"5615",0,0,0,4,0,0,2,0,"Hpgds"
"5616",0,0,0,0,0,0,0,0,"Hpn"
"5617",3,13,1,6,2,14,1,2,"Hprt"
"5618",0,0,4,0,0,0,2,3,"Hps1"
"5619",1,2,1,3,0,0,0,4,"Hps3"
"5620",5,0,0,4,0,0,1,1,"Hps4"
"5621",1,0,2,1,1,0,2,1,"Hps5"
"5622",0,0,7,0,1,1,2,0,"Hr"
"5623",2,3,3,1,3,3,3,4,"Hras1"
"5624",0,0,0,0,0,0,0,0,"Hrasls"
"5625",0,0,0,0,0,0,0,0,"Hrct1"
"5626",4,0,0,0,0,0,0,3,"Hrh1"
"5627",0,0,0,0,0,0,0,1,"Hrh3"
"5628",0,0,0,0,0,0,0,1,"Hrk"
"5629",0,1,0,1,5,2,7,3,"Hrsp12"
"5630",0,0,0,1,0,0,0,1,"Hs1bp3"
"5631",1,2,0,1,2,7,6,2,"Hs2st1"
"5632",1,1,1,0,2,7,5,2,"Hs3st1"
"5633",0,0,0,0,0,2,0,1,"Hs3st2"
"5634",0,0,0,0,0,0,0,0,"Hs3st3b1"
"5635",0,0,0,0,0,0,0,0,"Hs3st5"
"5636",2,1,1,6,0,2,3,10,"Hs6st1"
"5637",0,0,0,0,0,2,0,8,"Hs6st2"
"5638",0,0,0,0,0,2,0,2,"Hs6st3"
"5639",12,17,31,11,24,54,31,53,"Hsbp1"
"5640",0,2,1,2,0,0,1,1,"Hscb"
"5641",6,0,0,0,0,0,1,0,"Hsd11b1"
"5642",9,20,4,4,4,2,5,9,"Hsd17b10"
"5643",4,23,3,9,2,0,10,0,"Hsd17b11"
"5644",46,9,68,7,12,10,40,14,"Hsd17b12"
"5645",3,3,11,4,3,7,16,11,"Hsd17b4"
"5646",10,0,0,0,12,1,0,2,"Hsd17b7"
"5647",0,2,0,4,0,0,1,2,"Hsd3b7"
"5648",3,0,2,6,2,6,7,6,"Hsdl1"
"5649",16,3,3,0,1,0,1,0,"Hsdl2"
"5650",1,4,1,4,2,0,3,5,"Hsf1"
"5651",5,0,0,0,0,3,3,2,"Hsf2"
"5652",27,5,9,2,4,25,21,16,"Hsp90aa1"
"5653",58,79,77,37,41,170,90,72,"Hsp90ab1"
"5654",51,41,47,2,6,22,41,36,"Hsp90b1"
"5655",0,0,0,0,0,3,0,4,"Hspa12a"
"5656",0,5,0,0,0,3,0,7,"Hspa12b"
"5657",3,3,1,0,1,6,4,9,"Hspa13"
"5658",4,4,1,2,2,2,3,5,"Hspa14"
"5659",10,16,6,146,5,4,14,2,"Hspa1a"
"5660",11,22,4,110,3,1,13,0,"Hspa1b"
"5661",4,1,1,0,6,0,1,9,"Hspa2"
"5662",6,5,5,3,1,7,7,5,"Hspa4"
"5663",1,0,0,0,0,0,1,7,"Hspa4l"
"5664",169,38,38,99,7,33,103,31,"Hspa5"
"5665",15,7,15,4,5,13,2,8,"Hspa8"
"5666",24,11,11,4,4,8,10,9,"Hspa9"
"5667",1,14,0,1,0,0,6,0,"Hspb1"
"5668",1,8,2,0,2,4,2,0,"Hspb11"
"5669",0,20,0,0,0,0,0,0,"Hspb2"
"5670",0,0,0,0,0,0,0,2,"Hspb3"
"5671",2,0,1,0,0,1,0,3,"Hspb6"
"5672",2,5,0,0,0,0,0,0,"Hspb8"
"5673",1,3,5,2,1,6,2,4,"Hspbp1"
"5674",10,1,5,1,0,6,7,6,"Hspd1"
"5675",2,3,3,4,2,5,12,3,"Hspe1"
"5676",2,4,1,0,1,0,0,6,"Hspg2"
"5677",3,4,14,1,1,8,20,9,"Hsph1"
"5678",0,0,0,0,0,0,0,0,"Htatip2"
"5679",9,4,0,0,1,4,8,3,"Htatsf1"
"5680",0,0,0,0,0,0,0,0,"Htr2a"
"5681",0,0,0,0,0,1,0,3,"Htr2c"
"5682",0,0,0,0,0,1,0,0,"Htr3a"
"5683",0,0,0,0,0,0,0,0,"Htr7"
"5684",137,19,1,1,3,8,27,18,"Htra1"
"5685",5,1,1,0,2,1,4,4,"Htra2"
"5686",1,22,3,3,0,0,11,3,"Htra3"
"5687",3,0,0,2,1,4,3,0,"Htt"
"5688",4,0,0,0,0,0,1,0,"Hunk"
"5689",1,1,1,0,0,0,3,1,"Hus1"
"5690",4,1,4,1,5,4,0,12,"Huwe1"
"5691",1,0,0,15,0,1,0,0,"Hvcn1"
"5692",0,1,0,0,0,0,0,0,"Hyal1"
"5693",1,4,0,5,0,1,0,3,"Hyal2"
"5694",0,0,1,2,1,0,3,6,"Hyi"
"5695",0,0,0,0,0,4,0,0,"Hyls1"
"5696",3,1,3,0,1,13,11,9,"Hyou1"
"5697",0,0,0,0,0,0,0,0,"I830077J02Rik"
"5698",1,1,0,5,1,2,4,4,"Iah1"
"5699",2,0,1,0,1,0,2,2,"Iars"
"5700",4,5,0,0,1,5,2,3,"Iars2"
"5701",3,0,0,0,0,1,2,0,"Ibtk"
"5702",0,1,3,0,0,0,7,2,"Ica1"
"5703",0,0,0,0,0,1,2,3,"Ica1l"
"5704",3,38,0,99,0,0,0,5,"Icam1"
"5705",0,40,0,0,0,0,0,2,"Icam2"
"5706",0,0,0,0,0,1,0,0,"Icam5"
"5707",0,1,6,0,2,1,1,3,"Ick"
"5708",2,2,4,2,2,3,1,0,"Icmt"
"5709",0,0,0,4,0,0,3,2,"Icosl"
"5710",6,3,7,0,2,3,3,2,"Ict1"
"5711",28,18,0,0,0,3,2,13,"Id1"
"5712",115,3,5,39,0,7,11,22,"Id2"
"5713",29,10,4,0,0,1,4,10,"Id3"
"5714",5,0,0,0,0,5,1,14,"Id4"
"5715",3,1,1,0,0,6,2,9,"Ide"
"5716",33,1,39,0,13,12,10,25,"Idh1"
"5717",12,4,0,4,1,5,5,3,"Idh2"
"5718",11,4,5,1,0,18,4,10,"Idh3a"
"5719",11,19,17,3,5,28,12,22,"Idh3b"
"5720",5,4,2,1,5,9,9,12,"Idh3g"
"5721",34,0,2,0,10,4,7,16,"Idi1"
"5722",3,2,3,2,2,9,13,13,"Ids"
"5723",2,0,0,0,0,0,0,0,"Idua"
"5724",38,123,0,80,0,20,6,30,"Ier2"
"5725",8,15,0,91,0,7,4,11,"Ier3"
"5726",5,5,3,0,3,4,3,6,"Ier3ip1"
"5727",5,3,2,52,0,8,13,5,"Ier5"
"5728",3,1,0,2,0,5,3,1,"Ier5l"
"5729",0,3,19,6,6,4,3,5,"Iffo1"
"5730",2,0,0,2,0,5,1,0,"Iffo2"
"5731",5,5,0,9,2,5,8,2,"Ifi27l1"
"5732",0,0,0,1,0,0,0,0,"Ifi27l2a"
"5733",0,0,9,20,0,0,0,2,"Ifi30"
"5734",0,8,0,0,0,0,0,0,"Ifi35"
"5735",0,0,0,0,0,0,0,0,"Ifi47"
"5736",0,0,0,0,0,0,5,0,"Ifit2"
"5737",0,0,0,0,0,0,0,1,"Ifitm1"
"5738",1,12,0,5,0,1,1,3,"Ifitm2"
"5739",2,15,0,6,0,0,2,3,"Ifitm3"
"5740",5,26,0,3,0,5,11,9,"Ifnar1"
"5741",1,9,5,9,2,1,6,2,"Ifnar2"
"5742",3,4,1,9,0,0,6,3,"Ifngr1"
"5743",0,3,1,5,3,4,0,7,"Ifngr2"
"5744",53,22,4,43,1,15,7,7,"Ifrd1"
"5745",3,2,0,0,0,0,0,1,"Ifrd2"
"5746",0,0,1,0,0,3,0,0,"Ift122"
"5747",0,0,0,2,2,1,2,3,"Ift140"
"5748",2,1,4,3,0,0,0,3,"Ift172"
"5749",3,5,5,0,1,9,4,10,"Ift20"
"5750",3,0,1,0,3,0,1,1,"Ift27"
"5751",1,0,1,1,7,0,2,0,"Ift46"
"5752",0,1,1,2,1,2,4,1,"Ift52"
"5753",3,0,1,0,0,1,1,2,"Ift57"
"5754",3,0,1,0,0,5,4,2,"Ift74"
"5755",1,0,0,0,0,1,5,0,"Ift80"
"5756",0,0,0,0,0,1,1,0,"Ift81"
"5757",1,0,0,0,0,0,1,0,"Ift88"
"5758",3,12,2,0,1,4,4,6,"Igbp1"
"5759",0,0,0,0,0,0,0,0,"Igdcc3"
"5760",11,0,0,0,0,0,0,6,"Igdcc4"
"5761",0,0,0,0,0,1,0,1,"Igf1"
"5762",0,5,0,0,0,1,0,2,"Igf1r"
"5763",2,2,0,0,0,1,6,15,"Igf2"
"5764",0,0,0,0,0,0,0,0,"Igf2bp3"
"5765",0,0,1,0,0,0,1,1,"Igf2r"
"5766",112,0,2,0,4,6,25,25,"Igfbp2"
"5767",0,2,1,0,0,3,10,0,"Igfbp3"
"5768",0,13,0,22,0,5,7,6,"Igfbp4"
"5769",3,0,0,0,0,4,3,12,"Igfbp5"
"5770",1,118,4,0,0,1,5,26,"Igfbp7"
"5771",0,0,0,0,0,9,0,5,"Igfbpl1"
"5772",1,0,0,0,0,2,0,0,"Ighmbp2"
"5773",1,0,3,0,0,3,9,6,"Iglon5"
"5774",2,0,0,0,0,1,2,1,"Igsf1"
"5775",0,0,0,0,0,0,0,0,"Igsf10"
"5776",3,0,1,0,2,0,0,4,"Igsf11"
"5777",5,0,4,0,1,9,15,6,"Igsf21"
"5778",1,0,0,0,0,10,0,2,"Igsf3"
"5779",0,8,0,0,0,0,0,0,"Igsf5"
"5780",0,0,0,0,0,0,0,0,"Igsf6"
"5781",6,3,24,15,29,11,9,13,"Igsf8"
"5782",0,0,0,0,0,3,0,4,"Igsf9"
"5783",0,0,0,0,0,0,4,0,"Igsf9b"
"5784",0,1,0,10,0,0,0,0,"Igtp"
"5785",2,4,9,0,0,1,4,5,"Ik"
"5786",4,1,1,0,1,0,3,2,"Ikbip"
"5787",5,0,1,0,0,2,0,1,"Ikbkap"
"5788",1,1,1,9,0,0,1,0,"Ikbkb"
"5789",1,0,0,0,0,5,1,2,"Ikbkg"
"5790",0,0,0,0,0,0,0,0,"Ikzf1"
"5791",0,0,0,0,0,0,0,0,"Ikzf2"
"5792",0,0,0,0,0,0,0,0,"Ikzf4"
"5793",2,4,0,0,0,0,3,2,"Ikzf5"
"5794",0,0,0,8,0,0,0,0,"Il10ra"
"5795",1,5,0,4,0,0,0,0,"Il10rb"
"5796",5,1,2,2,0,1,3,5,"Il11ra1"
"5797",0,0,0,1,0,0,0,0,"Il12b"
"5798",0,0,0,0,0,0,0,0,"Il12rb1"
"5799",0,5,0,3,0,0,1,1,"Il13ra1"
"5800",0,1,0,0,0,0,0,0,"Il15"
"5801",0,0,0,0,0,0,0,0,"Il15ra"
"5802",0,0,0,18,0,0,0,0,"Il16"
"5803",1,0,6,0,0,0,1,1,"Il17d"
"5804",0,0,0,2,0,2,0,0,"Il17ra"
"5805",0,0,0,0,0,0,0,0,"Il17rc"
"5806",1,0,0,0,0,0,0,2,"Il17rd"
"5807",29,0,9,0,4,5,11,4,"Il18"
"5808",1,0,0,0,0,2,0,0,"Il18bp"
"5809",0,0,0,28,0,0,12,16,"Il1a"
"5810",0,0,0,12,0,0,0,7,"Il1b"
"5811",0,4,0,0,0,0,0,0,"Il1r1"
"5812",0,0,0,0,0,0,0,0,"Il1r2"
"5813",0,0,2,0,4,0,7,5,"Il1rap"
"5814",0,0,0,0,0,0,0,0,"Il1rapl1"
"5815",0,0,0,0,0,0,0,0,"Il1rn"
"5816",0,0,0,23,0,0,1,0,"Il21r"
"5817",0,0,4,0,5,0,0,0,"Il23a"
"5818",0,1,0,0,0,0,0,0,"Il27ra"
"5819",0,33,0,0,0,0,0,0,"Il2rg"
"5820",5,0,0,0,0,0,1,1,"Il33"
"5821",0,0,0,0,0,6,2,0,"Il34"
"5822",0,3,0,0,0,0,0,0,"Il3ra"
"5823",0,0,0,0,0,0,0,0,"Il4i1"
"5824",2,0,0,6,0,1,0,1,"Il4ra"
"5825",0,0,0,7,0,0,1,0,"Il6ra"
"5826",7,6,1,1,0,4,6,2,"Il6st"
"5827",0,0,0,0,0,0,0,0,"Il7r"
"5828",3,1,0,0,0,0,0,0,"Ildr2"
"5829",1,2,14,1,6,11,11,6,"Ilf2"
"5830",13,1,3,7,0,9,6,11,"Ilf3"
"5831",4,4,9,10,11,7,11,9,"Ilk"
"5832",8,5,19,2,2,9,6,5,"Ilkap"
"5833",2,4,5,0,0,1,2,2,"Ilvbl"
"5834",0,0,0,0,0,0,0,0,"Immp1l"
"5835",0,0,0,0,0,0,0,0,"Immp2l"
"5836",8,4,5,1,9,6,10,5,"Immt"
"5837",7,12,9,0,3,7,9,2,"Imp3"
"5838",0,3,4,1,0,2,3,4,"Imp4"
"5839",4,6,1,4,0,6,2,11,"Impa1"
"5840",1,1,0,0,0,2,2,3,"Impa2"
"5841",10,0,3,4,0,3,2,4,"Impact"
"5842",7,1,4,0,1,2,9,4,"Impad1"
"5843",0,16,3,1,0,7,3,0,"Impdh1"
"5844",0,0,1,0,0,1,0,0,"Impdh2"
"5845",0,0,0,0,0,10,1,10,"Ina"
"5846",0,0,0,0,0,0,0,0,"Inca1"
"5847",1,0,0,0,0,0,1,1,"Incenp"
"5848",0,2,0,0,2,2,1,3,"Inf2"
"5849",1,3,1,4,1,2,3,7,"Ing1"
"5850",1,1,1,0,0,2,2,5,"Ing2"
"5851",3,2,3,0,0,1,0,2,"Ing3"
"5852",11,1,3,0,3,8,9,7,"Ing4"
"5853",2,0,0,0,0,0,1,0,"Ing5"
"5854",0,0,0,0,0,4,4,0,"Inha"
"5855",0,0,0,0,0,0,3,2,"Inhbb"
"5856",1,2,0,0,0,4,0,0,"Ino80"
"5857",1,0,1,3,2,2,2,1,"Ino80b"
"5858",1,0,0,1,0,2,1,0,"Ino80c"
"5859",1,0,0,0,0,0,1,1,"Ino80d"
"5860",1,0,7,0,0,2,3,11,"Ino80e"
"5861",1,0,0,0,0,3,1,0,"Inpp1"
"5862",0,0,0,0,0,4,0,2,"Inpp4a"
"5863",1,0,1,1,6,3,1,3,"Inpp5a"
"5864",0,1,1,0,0,2,0,0,"Inpp5b"
"5865",0,0,0,22,0,0,2,1,"Inpp5d"
"5866",8,0,0,0,0,1,1,1,"Inpp5e"
"5867",7,1,5,0,2,24,2,9,"Inpp5f"
"5868",1,0,0,0,0,1,0,1,"Inpp5j"
"5869",1,7,6,3,0,6,2,4,"Inpp5k"
"5870",8,4,30,4,5,1,5,3,"Inppl1"
"5871",0,0,4,0,6,0,0,0,"Insc"
"5872",31,5,26,10,16,15,41,16,"Insig1"
"5873",3,1,2,2,0,1,5,5,"Insig2"
"5874",0,0,0,0,0,4,0,0,"Insm1"
"5875",0,0,0,0,0,0,0,0,"Insm2"
"5876",2,2,0,0,0,3,2,1,"Insr"
"5877",3,0,3,0,2,1,2,3,"Ints1"
"5878",6,3,1,2,0,4,12,1,"Ints10"
"5879",0,3,0,1,0,0,0,0,"Ints12"
"5880",1,1,1,0,0,1,3,2,"Ints2"
"5881",0,0,0,1,1,2,1,2,"Ints3"
"5882",2,1,4,2,0,1,2,5,"Ints4"
"5883",0,0,0,2,0,1,1,0,"Ints5"
"5884",2,3,0,0,0,0,0,1,"Ints6"
"5885",7,0,0,3,0,1,0,0,"Ints7"
"5886",1,1,1,0,0,0,2,2,"Ints8"
"5887",2,1,0,2,0,0,2,1,"Ints9"
"5888",0,0,0,0,0,0,0,0,"Intu"
"5889",0,0,0,0,0,0,1,0,"Invs"
"5890",3,8,5,5,2,14,8,10,"Ip6k1"
"5891",2,2,4,0,3,1,6,8,"Ip6k2"
"5892",0,0,0,0,0,0,0,3,"Ipcef1"
"5893",2,1,4,0,1,1,2,3,"Ipmk"
"5894",0,0,1,0,0,2,1,4,"Ipo11"
"5895",8,3,11,2,15,7,9,13,"Ipo13"
"5896",4,3,5,2,2,8,6,4,"Ipo4"
"5897",1,1,4,2,2,4,4,1,"Ipo5"
"5898",6,14,4,0,4,10,1,11,"Ipo7"
"5899",1,2,1,0,0,1,6,3,"Ipo8"
"5900",3,3,2,2,3,1,5,6,"Ipo9"
"5901",1,1,0,0,1,0,2,1,"Ipp"
"5902",1,0,3,0,0,2,0,1,"Ippk"
"5903",0,0,0,0,0,6,0,0,"Ipw"
"5904",4,1,0,0,0,1,1,1,"Iqcb1"
"5905",0,0,0,0,0,0,0,0,"Iqcc"
"5906",5,3,0,0,0,2,0,3,"Iqce"
"5907",0,0,0,0,0,0,0,0,"Iqcg"
"5908",1,1,0,0,0,0,1,8,"Iqgap1"
"5909",2,0,0,0,0,0,0,0,"Iqgap2"
"5910",0,0,0,0,0,0,0,0,"Iqgap3"
"5911",4,1,4,1,2,0,1,9,"Iqsec1"
"5912",4,0,1,3,0,5,2,0,"Iqsec2"
"5913",0,0,0,0,0,8,0,3,"Iqsec3"
"5914",3,8,1,1,1,8,4,0,"Irak1"
"5915",1,0,3,0,0,0,0,0,"Irak1bp1"
"5916",1,1,0,4,0,0,1,2,"Irak2"
"5917",6,4,4,0,0,1,3,8,"Ireb2"
"5918",6,2,0,11,0,3,3,4,"Irf1"
"5919",0,2,1,5,0,2,2,1,"Irf2"
"5920",2,4,4,1,1,8,2,10,"Irf2bp1"
"5921",10,0,1,15,1,15,2,1,"Irf2bp2"
"5922",0,3,7,3,2,1,3,0,"Irf3"
"5923",0,0,0,0,0,0,0,0,"Irf4"
"5924",0,1,0,45,0,0,1,2,"Irf5"
"5925",0,0,0,0,0,0,0,0,"Irf7"
"5926",0,0,0,25,0,0,2,0,"Irf8"
"5927",0,1,0,0,0,1,2,0,"Irf9"
"5928",4,0,0,0,0,0,0,2,"Irgm1"
"5929",2,2,0,3,0,4,2,4,"Irgq"
"5930",0,0,3,0,0,2,4,2,"Irs1"
"5931",27,0,2,1,0,4,1,1,"Irs2"
"5932",0,0,0,0,0,0,0,0,"Irx1"
"5933",7,7,7,1,1,5,3,6,"Isca1"
"5934",1,4,8,6,3,6,5,3,"Isca2"
"5935",2,5,2,17,1,1,5,1,"Iscu"
"5936",1,1,0,2,0,0,0,0,"Isg15"
"5937",0,3,0,0,0,0,2,0,"Isg20"
"5938",0,1,1,1,1,4,2,0,"Isg20l2"
"5939",0,0,0,0,0,0,0,0,"Isl1"
"5940",1,0,0,0,0,10,0,4,"Islr"
"5941",0,0,0,0,0,48,0,8,"Islr2"
"5942",0,2,0,0,0,0,0,0,"Ism1"
"5943",0,2,2,0,0,20,9,16,"Isoc1"
"5944",2,0,7,1,3,1,1,0,"Isoc2a"
"5945",3,0,2,0,0,1,0,0,"Ispd"
"5946",2,3,2,0,0,2,6,2,"Isy1"
"5947",1,30,0,14,0,5,1,1,"Isyna1"
"5948",4,2,7,5,5,3,6,0,"Itch"
"5949",6,14,2,2,4,6,1,6,"Itfg1"
"5950",4,1,1,0,0,3,5,2,"Itfg2"
"5951",3,0,1,1,9,1,11,1,"Itfg3"
"5952",0,13,0,0,0,0,0,2,"Itga1"
"5953",0,0,0,0,0,0,0,0,"Itga2"
"5954",0,0,0,0,0,2,1,0,"Itga3"
"5955",0,4,0,0,0,0,0,2,"Itga4"
"5956",1,2,0,17,0,0,0,0,"Itga5"
"5957",16,5,0,0,0,0,1,4,"Itga6"
"5958",29,0,0,0,0,0,0,0,"Itga7"
"5959",0,0,0,0,0,1,0,0,"Itga8"
"5960",0,0,0,4,0,0,0,0,"Itga9"
"5961",0,0,0,0,0,0,0,0,"Itgae"
"5962",0,0,0,39,0,0,12,3,"Itgam"
"5963",5,1,3,4,0,2,15,3,"Itgav"
"5964",0,0,0,0,0,0,0,0,"Itgax"
"5965",18,45,12,9,5,4,10,21,"Itgb1"
"5966",2,5,3,3,2,1,5,1,"Itgb1bp1"
"5967",0,0,0,10,0,0,1,1,"Itgb2"
"5968",0,0,0,1,0,0,0,0,"Itgb3"
"5969",0,0,1,0,6,0,0,0,"Itgb4"
"5970",15,0,0,94,0,0,0,12,"Itgb5"
"5971",0,0,2,0,0,0,0,0,"Itgb7"
"5972",5,0,3,0,1,2,6,6,"Itgb8"
"5973",0,0,0,0,0,0,0,0,"Itgbl1"
"5974",16,0,0,0,0,0,0,2,"Itih3"
"5975",2,1,0,0,0,0,10,2,"Itih5"
"5976",2,334,1,1,3,1,2,20,"Itm2a"
"5977",122,98,94,148,40,105,165,64,"Itm2b"
"5978",43,35,29,72,21,50,37,12,"Itm2c"
"5979",2,1,7,0,5,4,1,0,"Itpa"
"5980",3,0,0,0,13,4,2,3,"Itpk1"
"5981",0,0,0,1,0,0,0,2,"Itpka"
"5982",1,11,3,5,0,0,3,4,"Itpkb"
"5983",0,0,0,0,0,3,3,0,"Itpkc"
"5984",0,0,0,0,0,0,1,5,"Itpr1"
"5985",2,2,10,1,1,0,2,2,"Itpr2"
"5986",0,1,0,0,0,0,0,0,"Itpr3"
"5987",1,0,0,0,0,0,0,1,"Itprip"
"5988",0,0,0,3,0,0,0,0,"Itpripl1"
"5989",0,2,0,1,0,0,0,1,"Itpripl2"
"5990",4,3,1,2,0,9,0,3,"Itsn1"
"5991",0,1,2,0,0,0,4,1,"Itsn2"
